,Language,1st_Language,2nd_Language,3rd_Language,4th_Language,5th_Language,6th_Language,7th_Language
2174,Portuguese,Portuguese,,,,,,
2175,Kannada,Kannada,,,,,,
2176,English,English,,,,,,
2177,English,English,,,,,,
2178,English,English,,,,,,
2179,"Filipino,Tagalog,English",Filipino,Tagalog,English,,,,
2180,English,English,,,,,,
2181,English,English,,,,,,
2182,English,English,,,,,,
2183,English,English,,,,,,
2184,Portuguese,Portuguese,,,,,,
2185,"English,Spanish",English,Spanish,,,,,
2186,Telugu,Telugu,,,,,,
2187,"English,French",English,French,,,,,
2188,English,English,,,,,,
2189,"Malay,Tamil,English,Cantonese,Sign Languages",Malay,Tamil,English,Cantonese,Sign Languages,,
2190,Cantonese,Cantonese,,,,,,
2191,Hindi,Hindi,,,,,,
2192,Portuguese,Portuguese,,,,,,
2193,English,English,,,,,,
2194,English,English,,,,,,
2195,Spanish,Spanish,,,,,,
2196,Telugu,Telugu,,,,,,
2197,English,English,,,,,,
2198,English,English,,,,,,
2199,,,,,,,,
2200,"Chinese,English,Japanese",Chinese,English,Japanese,,,,
2201,"French,English,Spanish",French,English,Spanish,,,,
2202,English,English,,,,,,
2203,Arabic,Arabic,,,,,,
2204,Hindi,Hindi,,,,,,
2205,Bangla,Bangla,,,,,,
2206,"Filipino,Tagalog",Filipino,Tagalog,,,,,
2207,English,English,,,,,,
2208,Spanish,Spanish,,,,,,
2209,Hindi,Hindi,,,,,,
2210,English,English,,,,,,
2211,,,,,,,,
2212,English,English,,,,,,
2213,English,English,,,,,,
2214,English,English,,,,,,
2215,"Swedish,Norwegian,German,English",Swedish,Norwegian,German,English,,,
2216,English,English,,,,,,
2217,English,English,,,,,,
2218,English,English,,,,,,
2219,Tamil,Tamil,,,,,,
2220,English,English,,,,,,
2221,English,English,,,,,,
2222,Hindi,Hindi,,,,,,
2223,English,English,,,,,,
2224,Indonesian,Indonesian,,,,,,
2225,English,English,,,,,,
2226,Hindi,Hindi,,,,,,
2227,Dutch,Dutch,,,,,,
2228,English,English,,,,,,
2229,Hindi,Hindi,,,,,,
2230,"Spanish,German",Spanish,German,,,,,
2231,English,English,,,,,,
2232,"Spanish,Maya,English",Spanish,Maya,English,,,,
2233,English,English,,,,,,
2234,English,English,,,,,,
2235,English,English,,,,,,
2236,French,French,,,,,,
2237,Mandarin,Mandarin,,,,,,
2238,Spanish,Spanish,,,,,,
2239,English,English,,,,,,
2240,"Basque,Spanish,Catalan",Basque,Spanish,Catalan,,,,
2241,English,English,,,,,,
2242,Thai,Thai,,,,,,
2243,English,English,,,,,,
2244,English,English,,,,,,
2245,English,English,,,,,,
2246,"English,Portuguese",English,Portuguese,,,,,
2247,Indonesian,Indonesian,,,,,,
2248,French,French,,,,,,
2249,English,English,,,,,,
2250,"Cantonese,English",Cantonese,English,,,,,
2251,"Spanish,French,English",Spanish,French,English,,,,
2252,Marathi,Marathi,,,,,,
2253,"Tagalog,Filipino,Sign Languages",Tagalog,Filipino,Sign Languages,,,,
2254,Turkish,Turkish,,,,,,
2255,English,English,,,,,,
2256,Spanish,Spanish,,,,,,
2257,Hindi,Hindi,,,,,,
2258,English,English,,,,,,
2259,English,English,,,,,,
2260,English,English,,,,,,
2261,Spanish,Spanish,,,,,,
2262,English,English,,,,,,
2263,Tamil,Tamil,,,,,,
2264,English,English,,,,,,
2265,"English,Mandarin",English,Mandarin,,,,,
2266,Hindi,Hindi,,,,,,
2267,"English,Spanish",English,Spanish,,,,,
2268,English,English,,,,,,
2269,English,English,,,,,,
2270,English,English,,,,,,
2271,English,English,,,,,,
2272,Tamil,Tamil,,,,,,
2273,"Indonesian,Malay,English",Indonesian,Malay,English,,,,
2274,Hindi,Hindi,,,,,,
2275,Indonesian,Indonesian,,,,,,
2276,English,English,,,,,,
2277,Urdu,Urdu,,,,,,
2278,Hindi,Hindi,,,,,,
2279,"English,Spanish",English,Spanish,,,,,
2280,English,English,,,,,,
2281,English,English,,,,,,
2282,,,,,,,,
2283,Arabic,Arabic,,,,,,
2284,English,English,,,,,,
2285,English,English,,,,,,
2286,Arabic,Arabic,,,,,,
2287,Punjabi,Punjabi,,,,,,
2288,"Indonesian,Dutch,English",Indonesian,Dutch,English,,,,
2289,"Hindi,Marathi",Hindi,Marathi,,,,,
2290,English,English,,,,,,
2291,Hindi,Hindi,,,,,,
2292,,,,,,,,
2293,"Spanish,Tarahumara",Spanish,Tarahumara,,,,,
2294,English,English,,,,,,
2295,"English,Spanish",English,Spanish,,,,,
2296,English,English,,,,,,
2297,English,English,,,,,,
2298,Turkish,Turkish,,,,,,
2299,"Bangla,Hindi,Tamil",Bangla,Hindi,Tamil,,,,
2300,English,English,,,,,,
2301,"Catalan,French,Spanish",Catalan,French,Spanish,,,,
2302,English,English,,,,,,
2303,English,English,,,,,,
2304,English,English,,,,,,
2305,Hindi,Hindi,,,,,,
2306,English,English,,,,,,
2307,Spanish,Spanish,,,,,,
2308,Mandarin,Mandarin,,,,,,
2309,English,English,,,,,,
2310,English,English,,,,,,
2311,"Mandarin,English",Mandarin,English,,,,,
2312,"English,Hindi,Tamil,Gujarati",English,Hindi,Tamil,Gujarati,,,
2313,English,English,,,,,,
2314,English,English,,,,,,
2315,"Italian,English",Italian,English,,,,,
2316,,,,,,,,
2317,Punjabi,Punjabi,,,,,,
2318,Arabic,Arabic,,,,,,
2319,English,English,,,,,,
2320,Turkish,Turkish,,,,,,
2321,"English,Hindi",English,Hindi,,,,,
2322,Hindi,Hindi,,,,,,
2323,Hindi,Hindi,,,,,,
2324,"Wolof,Portuguese,English,French,Yoruba",Wolof,Portuguese,English,French,Yoruba,,
2325,German,German,,,,,,
2326,None,None,,,,,,
2327,English,English,,,,,,
2328,Spanish,Spanish,,,,,,
2329,English,English,,,,,,
2330,Hindi,Hindi,,,,,,
2331,Tamil,Tamil,,,,,,
2332,English,English,,,,,,
2333,"Serbian,English,French",Serbian,English,French,,,,
2334,English,English,,,,,,
2335,English,English,,,,,,
2336,Indonesian,Indonesian,,,,,,
2337,English,English,,,,,,
2338,English,English,,,,,,
2339,English,English,,,,,,
2340,,,,,,,,
2341,English,English,,,,,,
2342,English,English,,,,,,
2343,English,English,,,,,,
2344,Tamil,Tamil,,,,,,
2345,Tamil,Tamil,,,,,,
2346,Japanese,Japanese,,,,,,
2347,Hindi,Hindi,,,,,,
2348,"English,French",English,French,,,,,
2349,English,English,,,,,,
2350,Telugu,Telugu,,,,,,
2351,Telugu,Telugu,,,,,,
2352,Italian,Italian,,,,,,
2353,English,English,,,,,,
2354,,,,,,,,
2355,Turkish,Turkish,,,,,,
2356,French,French,,,,,,
2357,Dutch,Dutch,,,,,,
2358,English,English,,,,,,
2359,Hindi,Hindi,,,,,,
2360,English,English,,,,,,
2361,English,English,,,,,,
2362,English,English,,,,,,
2363,"English,Swedish",English,Swedish,,,,,
2364,English,English,,,,,,
2365,English,English,,,,,,
2366,Turkish,Turkish,,,,,,
2367,English,English,,,,,,
2368,English,English,,,,,,
2369,Punjabi,Punjabi,,,,,,
2370,Spanish,Spanish,,,,,,
2371,Arabic,Arabic,,,,,,
2372,"Filipino,Tagalog",Filipino,Tagalog,,,,,
2373,English,English,,,,,,
2374,English,English,,,,,,
2375,English,English,,,,,,
2376,"Urdu,English,Punjabi,Bhojpuri",Urdu,English,Punjabi,Bhojpuri,,,
2377,"Spanish,English,Vietnamese",Spanish,English,Vietnamese,,,,
2378,"Indonesian,Arabic",Indonesian,Arabic,,,,,
2379,English,English,,,,,,
2380,Portuguese,Portuguese,,,,,,
2381,English,English,,,,,,
2382,Italian,Italian,,,,,,
2383,English,English,,,,,,
2384,Thai,Thai,,,,,,
2385,English,English,,,,,,
2386,Malay,Malay,,,,,,
2387,English,English,,,,,,
2388,Hindi,Hindi,,,,,,
2389,"Swedish,Spanish",Swedish,Spanish,,,,,
2390,Cantonese,Cantonese,,,,,,
2391,"Hindi,English",Hindi,English,,,,,
2392,English,English,,,,,,
2393,Japanese,Japanese,,,,,,
2394,English,English,,,,,,
2395,"Cantonese,Mandarin,Korean",Cantonese,Mandarin,Korean,,,,
2396,English,English,,,,,,
2397,"Hindi,Kashmiri,Punjabi",Hindi,Kashmiri,Punjabi,,,,
2398,"English,Italian",English,Italian,,,,,
2399,English,English,,,,,,
2400,English,English,,,,,,
2401,"Hindi,Urdu",Hindi,Urdu,,,,,
2402,Bangla,Bangla,,,,,,
2403,"English,Arabic",English,Arabic,,,,,
2404,Tamil,Tamil,,,,,,
2405,Hindi,Hindi,,,,,,
2406,"English,Spanish,French",English,Spanish,French,,,,
2407,English,English,,,,,,
2408,"English,Spanish,Arabic",English,Spanish,Arabic,,,,
2409,English,English,,,,,,
2410,Hindi,Hindi,,,,,,
2411,Mandarin,Mandarin,,,,,,
2412,"Arabic,English",Arabic,English,,,,,
2413,,,,,,,,
2414,English,English,,,,,,
2415,Japanese,Japanese,,,,,,
2416,Italian,Italian,,,,,,
2417,Portuguese,Portuguese,,,,,,
2418,English,English,,,,,,
2419,English,English,,,,,,
2420,English,English,,,,,,
2421,English,English,,,,,,
2422,English,English,,,,,,
2423,"Hindi,English",Hindi,English,,,,,
2424,Hindi,Hindi,,,,,,
2425,"Hindi,English",Hindi,English,,,,,
2426,"Filipino,Tagalog",Filipino,Tagalog,,,,,
2427,German,German,,,,,,
2428,"French,Thai,English",French,Thai,English,,,,
2429,English,English,,,,,,
2430,English,English,,,,,,
2431,Spanish,Spanish,,,,,,
2432,English,English,,,,,,
2433,Mandarin,Mandarin,,,,,,
2434,English,English,,,,,,
2435,English,English,,,,,,
2436,Portuguese,Portuguese,,,,,,
2437,,,,,,,,
2438,English,English,,,,,,
2439,"Hindi,English",Hindi,English,,,,,
2440,,,,,,,,
2441,English,English,,,,,,
2442,Sanskrit,Sanskrit,,,,,,
2443,English,English,,,,,,
2444,Swahili,Swahili,,,,,,
2445,"Malay,English",Malay,English,,,,,
2446,Japanese,Japanese,,,,,,
2447,"Arabic,English",Arabic,English,,,,,
2448,English,English,,,,,,
2449,English,English,,,,,,
2450,English,English,,,,,,
2451,English,English,,,,,,
2452,,,,,,,,
2453,"Cantonese,Mandarin",Cantonese,Mandarin,,,,,
2454,Spanish,Spanish,,,,,,
2455,Turkish,Turkish,,,,,,
2456,English,English,,,,,,
2457,"French,English",French,English,,,,,
2458,Spanish,Spanish,,,,,,
2459,Hindi,Hindi,,,,,,
2460,Mandarin,Mandarin,,,,,,
2461,English,English,,,,,,
2462,English,English,,,,,,
2463,Spanish,Spanish,,,,,,
2464,French,French,,,,,,
2465,"Filipino,Tagalog",Filipino,Tagalog,,,,,
2466,English,English,,,,,,
2467,"English,Cantonese,German",English,Cantonese,German,,,,
2468,Malayalam,Malayalam,,,,,,
2469,English,English,,,,,,
2470,Marathi,Marathi,,,,,,
2471,Indonesian,Indonesian,,,,,,
2472,,,,,,,,
2473,"Hungarian,French,English",Hungarian,French,English,,,,
2474,Arabic,Arabic,,,,,,
2475,Punjabi,Punjabi,,,,,,
2476,English,English,,,,,,
2477,Japanese,Japanese,,,,,,
2478,Hindi,Hindi,,,,,,
2479,English,English,,,,,,
2480,English,English,,,,,,
2481,English,English,,,,,,
2482,"Spanish,English",Spanish,English,,,,,
2483,Turkish,Turkish,,,,,,
2484,Spanish,Spanish,,,,,,
2485,Cantonese,Cantonese,,,,,,
2486,French,French,,,,,,
2487,Spanish,Spanish,,,,,,
2488,Turkish,Turkish,,,,,,
2489,Indonesian,Indonesian,,,,,,
2490,English,English,,,,,,
2491,Spanish,Spanish,,,,,,
2492,,,,,,,,
2493,English,English,,,,,,
2494,"English,German",English,German,,,,,
2495,Chinese,Chinese,,,,,,
2496,Indonesian,Indonesian,,,,,,
2497,English,English,,,,,,
2498,Italian,Italian,,,,,,
2499,Telugu,Telugu,,,,,,
2500,English,English,,,,,,
2501,English,English,,,,,,
2502,Hindi,Hindi,,,,,,
2503,English,English,,,,,,
2504,English,English,,,,,,
2505,Arabic,Arabic,,,,,,
2506,Urdu,Urdu,,,,,,
2507,"Russian,Spanish",Russian,Spanish,,,,,
2508,Spanish,Spanish,,,,,,
2509,Romanian,Romanian,,,,,,
2510,Punjabi,Punjabi,,,,,,
2511,"Hindi,Russian",Hindi,Russian,,,,,
2512,Spanish,Spanish,,,,,,
2513,English,English,,,,,,
2514,"Hindi,Urdu",Hindi,Urdu,,,,,
2515,English,English,,,,,,
2516,Bangla,Bangla,,,,,,
2517,Punjabi,Punjabi,,,,,,
2518,English,English,,,,,,
2519,"Bangla,English",Bangla,English,,,,,
2520,English,English,,,,,,
2521,,,,,,,,
2522,English,English,,,,,,
2523,English,English,,,,,,
2524,English,English,,,,,,
2525,English,English,,,,,,
2526,Spanish,Spanish,,,,,,
2527,English,English,,,,,,
2528,English,English,,,,,,
2529,Korean,Korean,,,,,,
2530,"Hindi,English",Hindi,English,,,,,
2531,English,English,,,,,,
2532,,,,,,,,
2533,"Urdu,Hindi",Urdu,Hindi,,,,,
2534,English,English,,,,,,
2535,Indonesian,Indonesian,,,,,,
2536,Arabic,Arabic,,,,,,
2537,English,English,,,,,,
2538,Zulu,Zulu,,,,,,
2539,English,English,,,,,,
2540,English,English,,,,,,
2541,Arabic,Arabic,,,,,,
2542,English,English,,,,,,
2543,Urdu,Urdu,,,,,,
2544,Indonesian,Indonesian,,,,,,
2545,Tamil,Tamil,,,,,,
2546,Japanese,Japanese,,,,,,
2547,Spanish,Spanish,,,,,,
2548,"Spanish,Afrikaans",Spanish,Afrikaans,,,,,
2549,Indonesian,Indonesian,,,,,,
2550,"English,Spanish",English,Spanish,,,,,
2551,Spanish,Spanish,,,,,,
2552,Korean,Korean,,,,,,
2553,Spanish,Spanish,,,,,,
2554,English,English,,,,,,
2555,English,English,,,,,,
2556,"Spanish,Portuguese",Spanish,Portuguese,,,,,
2557,French,French,,,,,,
2558,English,English,,,,,,
2559,English,English,,,,,,
2560,Italian,Italian,,,,,,
2561,"English,Italian,Latin",English,Italian,Latin,,,,
2562,"Russian,English,French",Russian,English,French,,,,
2563,English,English,,,,,,
2564,English,English,,,,,,
2565,English,English,,,,,,
2566,English,English,,,,,,
2567,English,English,,,,,,
2568,French,French,,,,,,
2569,"French,Kalaallisut,English",French,Kalaallisut,English,,,,
2570,Indonesian,Indonesian,,,,,,
2571,English,English,,,,,,
2572,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2573,"None,English",None,English,,,,,
2574,Portuguese,Portuguese,,,,,,
2575,English,English,,,,,,
2576,English,English,,,,,,
2577,"Spanish,English",Spanish,English,,,,,
2578,Spanish,Spanish,,,,,,
2579,English,English,,,,,,
2580,Hindi,Hindi,,,,,,
2581,Hindi,Hindi,,,,,,
2582,"Malay,Indonesian,Tagalog",Malay,Indonesian,Tagalog,,,,
2583,Tamil,Tamil,,,,,,
2584,English,English,,,,,,
2585,Danish,Danish,,,,,,
2586,Arabic,Arabic,,,,,,
2587,"Spanish,English",Spanish,English,,,,,
2588,English,English,,,,,,
2589,,,,,,,,
2590,Bangla,Bangla,,,,,,
2591,Tamil,Tamil,,,,,,
2592,English,English,,,,,,
2593,"English,Japanese",English,Japanese,,,,,
2594,Indonesian,Indonesian,,,,,,
2595,English,English,,,,,,
2596,English,English,,,,,,
2597,"Spanish,Basque",Spanish,Basque,,,,,
2598,Turkish,Turkish,,,,,,
2599,Japanese,Japanese,,,,,,
2600,English,English,,,,,,
2601,English,English,,,,,,
2602,Hindi,Hindi,,,,,,
2603,"English,Filipino,Tagalog",English,Filipino,Tagalog,,,,
2604,"Catalan,Spanish",Catalan,Spanish,,,,,
2605,English,English,,,,,,
2606,Malayalam,Malayalam,,,,,,
2607,Spanish,Spanish,,,,,,
2608,English,English,,,,,,
2609,English,English,,,,,,
2610,Hindi,Hindi,,,,,,
2611,Turkish,Turkish,,,,,,
2612,English,English,,,,,,
2613,Chinese,Chinese,,,,,,
2614,Tamil,Tamil,,,,,,
2615,"Hindi,English",Hindi,English,,,,,
2616,English,English,,,,,,
2617,English,English,,,,,,
2618,Hindi,Hindi,,,,,,
2619,Arabic,Arabic,,,,,,
2620,"Hindi,English,Bangla,Urdu,Bhojpuri",Hindi,English,Bangla,Urdu,Bhojpuri,,
2621,Spanish,Spanish,,,,,,
2622,"Turkish,French",Turkish,French,,,,,
2623,English,English,,,,,,
2624,English,English,,,,,,
2625,Hindi,Hindi,,,,,,
2626,Indonesian,Indonesian,,,,,,
2627,Tamil,Tamil,,,,,,
2628,Spanish,Spanish,,,,,,
2629,English,English,,,,,,
2630,Turkish,Turkish,,,,,,
2631,,,,,,,,
2632,Cantonese,Cantonese,,,,,,
2633,English,English,,,,,,
2634,English,English,,,,,,
2635,Spanish,Spanish,,,,,,
2636,"Spanish,Basque",Spanish,Basque,,,,,
2637,Indonesian,Indonesian,,,,,,
2638,English,English,,,,,,
2639,"Filipino,Tagalog",Filipino,Tagalog,,,,,
2640,"English,Gujarati",English,Gujarati,,,,,
2641,French,French,,,,,,
2642,"Thai,Japanese",Thai,Japanese,,,,,
2643,"English,Yoruba,Ibo",English,Yoruba,Ibo,,,,
2644,"Mandarin,Min Nan,Spanish,English",Mandarin,Min Nan,Spanish,English,,,
2645,Arabic,Arabic,,,,,,
2646,Portuguese,Portuguese,,,,,,
2647,Zulu,Zulu,,,,,,
2648,Hindi,Hindi,,,,,,
2649,English,English,,,,,,
2650,English,English,,,,,,
2651,Cantonese,Cantonese,,,,,,
2652,Spanish,Spanish,,,,,,
2653,English,English,,,,,,
2654,Spanish,Spanish,,,,,,
2655,Hindi,Hindi,,,,,,
2656,"Urdu,Tajik,Russian",Urdu,Tajik,Russian,,,,
2657,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2658,Italian,Italian,,,,,,
2659,"Malay,English,Mandarin",Malay,English,Mandarin,,,,
2660,English,English,,,,,,
2661,English,English,,,,,,
2662,English,English,,,,,,
2663,English,English,,,,,,
2664,"English,Japanese",English,Japanese,,,,,
2665,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2666,English,English,,,,,,
2667,English,English,,,,,,
2668,German,German,,,,,,
2669,"English,Finnish",English,Finnish,,,,,
2670,English,English,,,,,,
2671,English,English,,,,,,
2672,,,,,,,,
2673,English,English,,,,,,
2674,English,English,,,,,,
2675,"Arabic,English",Arabic,English,,,,,
2676,Turkish,Turkish,,,,,,
2677,Malay,Malay,,,,,,
2678,Spanish,Spanish,,,,,,
2679,English,English,,,,,,
2680,Hindi,Hindi,,,,,,
2681,Indonesian,Indonesian,,,,,,
2682,English,English,,,,,,
2683,Spanish,Spanish,,,,,,
2684,Tamil,Tamil,,,,,,
2685,,,,,,,,
2686,"English,Spanish",English,Spanish,,,,,
2687,English,English,,,,,,
2688,English,English,,,,,,
2689,Spanish,Spanish,,,,,,
2690,English,English,,,,,,
2691,English,English,,,,,,
2692,Mandarin,Mandarin,,,,,,
2693,English,English,,,,,,
2694,"Spanish,English",Spanish,English,,,,,
2695,Indonesian,Indonesian,,,,,,
2696,,,,,,,,
2697,English,English,,,,,,
2698,"Hindi,English",Hindi,English,,,,,
2699,Spanish,Spanish,,,,,,
2700,English,English,,,,,,
2701,English,English,,,,,,
2702,English,English,,,,,,
2703,English,English,,,,,,
2704,"French,Spanish,English",French,Spanish,English,,,,
2705,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2706,,,,,,,,
2707,Cantonese,Cantonese,,,,,,
2708,English,English,,,,,,
2709,"French,Arabic,English",French,Arabic,English,,,,
2710,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2711,English,English,,,,,,
2712,English,English,,,,,,
2713,English,English,,,,,,
2714,Hindi,Hindi,,,,,,
2715,Hindi,Hindi,,,,,,
2716,English,English,,,,,,
2717,Portuguese,Portuguese,,,,,,
2718,English,English,,,,,,
2719,Malayalam,Malayalam,,,,,,
2720,English,English,,,,,,
2721,Hindi,Hindi,,,,,,
2722,"English,Irish",English,Irish,,,,,
2723,English,English,,,,,,
2724,Hindi,Hindi,,,,,,
2725,English,English,,,,,,
2726,Arabic,Arabic,,,,,,
2727,English,English,,,,,,
2728,"Thai,English",Thai,English,,,,,
2729,,,,,,,,
2730,English,English,,,,,,
2731,Indonesian,Indonesian,,,,,,
2732,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2733,Cantonese,Cantonese,,,,,,
2734,Turkish,Turkish,,,,,,
2735,Indonesian,Indonesian,,,,,,
2736,English,English,,,,,,
2737,English,English,,,,,,
2738,"Hindi,Punjabi",Hindi,Punjabi,,,,,
2739,English,English,,,,,,
2740,Spanish,Spanish,,,,,,
2741,Hindi,Hindi,,,,,,
2742,"Spanish,German,Basque",Spanish,German,Basque,,,,
2743,Dutch,Dutch,,,,,,
2744,Portuguese,Portuguese,,,,,,
2745,Indonesian,Indonesian,,,,,,
2746,Indonesian,Indonesian,,,,,,
2747,English,English,,,,,,
2748,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2749,Polish,Polish,,,,,,
2750,English,English,,,,,,
2751,English,English,,,,,,
2752,"Filipino,Tagalog,Japanese,Korean",Filipino,Tagalog,Japanese,Korean,,,
2753,,,,,,,,
2754,Indonesian,Indonesian,,,,,,
2755,English,English,,,,,,
2756,Indonesian,Indonesian,,,,,,
2757,English,English,,,,,,
2758,Hindi,Hindi,,,,,,
2759,"English,Portuguese",English,Portuguese,,,,,
2760,Hindi,Hindi,,,,,,
2761,English,English,,,,,,
2762,"Filipino,Tagalog,Japanese",Filipino,Tagalog,Japanese,,,,
2763,Punjabi,Punjabi,,,,,,
2764,English,English,,,,,,
2765,French,French,,,,,,
2766,"Spanish,Catalan,English",Spanish,Catalan,English,,,,
2767,German,German,,,,,,
2768,Arabic,Arabic,,,,,,
2769,Hindi,Hindi,,,,,,
2770,Hindi,Hindi,,,,,,
2771,"English,Spanish",English,Spanish,,,,,
2772,"Polish,English,Spanish",Polish,English,Spanish,,,,
2773,Turkish,Turkish,,,,,,
2774,Indonesian,Indonesian,,,,,,
2775,Hindi,Hindi,,,,,,
2776,Punjabi,Punjabi,,,,,,
2777,"English,Ibo",English,Ibo,,,,,
2778,Spanish,Spanish,,,,,,
2779,French,French,,,,,,
2780,"Tamil,Telugu",Tamil,Telugu,,,,,
2781,English,English,,,,,,
2782,Hindi,Hindi,,,,,,
2783,Punjabi,Punjabi,,,,,,
2784,"German,English",German,English,,,,,
2785,English,English,,,,,,
2786,Hindi,Hindi,,,,,,
2787,Arabic,Arabic,,,,,,
2788,"Indonesian,Malay,English,Vietnamese",Indonesian,Malay,English,Vietnamese,,,
2789,English,English,,,,,,
2790,English,English,,,,,,
2791,Turkish,Turkish,,,,,,
2792,Indonesian,Indonesian,,,,,,
2793,Indonesian,Indonesian,,,,,,
2794,English,English,,,,,,
2795,Telugu,Telugu,,,,,,
2796,Bangla,Bangla,,,,,,
2797,English,English,,,,,,
2798,"German,English,Russian",German,English,Russian,,,,
2799,Korean,Korean,,,,,,
2800,Arabic,Arabic,,,,,,
2801,"Portuguese,English",Portuguese,English,,,,,
2802,English,English,,,,,,
2803,French,French,,,,,,
2804,"English,French",English,French,,,,,
2805,Thai,Thai,,,,,,
2806,English,English,,,,,,
2807,English,English,,,,,,
2808,Korean,Korean,,,,,,
2809,Malayalam,Malayalam,,,,,,
2810,"Korean,English",Korean,English,,,,,
2811,English,English,,,,,,
2812,English,English,,,,,,
2813,English,English,,,,,,
2814,Hindi,Hindi,,,,,,
2815,Spanish,Spanish,,,,,,
2816,"Mandarin,English",Mandarin,English,,,,,
2817,Arabic,Arabic,,,,,,
2818,Tamil,Tamil,,,,,,
2819,,,,,,,,
2820,,,,,,,,
2821,English,English,,,,,,
2822,German,German,,,,,,
2823,English,English,,,,,,
2824,Spanish,Spanish,,,,,,
2825,English,English,,,,,,
2826,Spanish,Spanish,,,,,,
2827,English,English,,,,,,
2828,English,English,,,,,,
2829,"Bangla,English",Bangla,English,,,,,
2830,Turkish,Turkish,,,,,,
2831,Mandarin,Mandarin,,,,,,
2832,Tamil,Tamil,,,,,,
2833,"Arabic,English",Arabic,English,,,,,
2834,"Spanish,English",Spanish,English,,,,,
2835,Swedish,Swedish,,,,,,
2836,Spanish,Spanish,,,,,,
2837,Arabic,Arabic,,,,,,
2838,Portuguese,Portuguese,,,,,,
2839,English,English,,,,,,
2840,Spanish,Spanish,,,,,,
2841,Telugu,Telugu,,,,,,
2842,Hindi,Hindi,,,,,,
2843,"Tagalog,Filipino",Tagalog,Filipino,,,,,
2844,English,English,,,,,,
2845,English,English,,,,,,
